Phase,displacement_m,Kx_N_per_m,F_N
ascent,0.0023070502512562816,45.91046996363197,0.7137271014802994
ascent,0.002407356783919598,46.91505183441726,0.7183826670800456
ascent,0.0025076633165829147,47.91215870250688,0.7231386239082259
ascent,0.002607969849246231,48.901790567900804,0.7279942221732377
ascent,0.0027082763819095477,49.88394743059904,0.7329487120834794
ascent,0.0028085829145728645,50.858629290601584,0.7380013438473487
ascent,0.002908889447236181,51.825836147908454,0.743151367673244
ascent,0.0030091959798994976,52.785568002519604,0.7483980337695624
ascent,0.003109502512562814,53.73782485443508,0.7537405923447027
ascent,0.0032098090452261307,54.68260670365489,0.7591782936070625
ascent,0.0033101155778894474,55.619913550179,0.7647103877650396
ascent,0.0034104221105527638,56.54974539400741,0.7703361250270321
ascent,0.0035107286432160805,57.472102235140156,0.7760547556014381
ascent,0.003611035175879397,58.386984073577196,0.7818655296966556
ascent,0.0037113417085427136,59.294390909318565,0.7877676975210818
ascent,0.0038116482412060304,60.19432274236421,0.7937605092831153
ascent,0.003911954773869347,61.086779572714214,0.7998432151911542
ascent,0.0040122613065326634,61.9717614003685,0.8060150654535959
ascent,0.00411256783919598,62.849268225327094,0.8122753102788387
ascent,0.004212874371859296,63.719300047590025,0.8186231998752805
ascent,0.004313180904522613,64.58185686715724,0.8250579844513191
ascent,0.00441348743718593,65.43693868402879,0.8315789142153527
ascent,0.004513793969849246,66.28454549820465,0.8381852393757792
ascent,0.004614100502512563,67.12467730968481,0.8448762101409963
ascent,0.004714407035175879,67.95733411846929,0.851651076719402
ascent,0.004814713567839196,68.78251592455808,0.8585090893193946
ascent,0.0049150201005025125,69.6002227279512,0.8654494981493719
ascent,0.005015326633165829,70.4104545286486,0.8724715534177313
ascent,0.005115633165829146,71.21321132665032,0.8795745053328714
ascent,0.005215939698492462,72.00849312195636,0.8867576041031899
ascent,0.005316246231155779,72.7962999145667,0.8940200999370846
ascent,0.0054165527638190955,73.5766317044814,0.901361243042954
ascent,0.005516859296482412,74.34948849170036,0.9087802836291953
ascent,0.005617165829145729,75.11487027622367,0.9162764719042074
ascent,0.005717472361809045,75.87277705805126,0.9238490580763871
ascent,0.005817778894472362,76.62320883718316,0.9314972923541331
ascent,0.005918085427135678,77.36616561361942,0.9392204249458433
ascent,0.006018391959798995,78.10164738735992,0.9470177060599152
ascent,0.006118698492462312,78.8296541584048,0.9548883859047471
ascent,0.006219005025125628,79.55018592675395,0.9628317146887373
ascent,0.006319311557788945,80.26324269240742,0.9708469426202829
ascent,0.006419618090452261,80.9688244553652,0.9789333199077823
